service_date,line,estimated_boardings,ObjectId
2023/01/25 05:00:00+00,Needham,6028,9743
2023/01/25 05:00:00+00,Fitchburg,4571,9744
2023/01/25 05:00:00+00,Greenbush,2676,9745
2023/01/25 05:00:00+00,Fairmount,2428,9746
2023/01/26 05:00:00+00,Providence/Stoughton,17710,9747
2023/01/26 05:00:00+00,Newburyport/Rockport,8642,9748
2023/01/26 05:00:00+00,Framingham/Worcester,11585,9749
2023/01/26 05:00:00+00,Franklin/Foxboro,8060,9750
2023/01/05 05:00:00+00,Haverhill,5594,9751
2022/12/24 05:00:00+00,Providence/Stoughton,4015,9752
2022/12/28 05:00:00+00,Framingham/Worcester,6688,9753
2022/12/28 05:00:00+00,Franklin/Foxboro,4227,9754
2022/12/28 05:00:00+00,Middleborough/Lakeville,4123,9755
2022/12/28 05:00:00+00,Lowell,4550,9756
2022/12/28 05:00:00+00,Haverhill,4680,9757
2022/12/28 05:00:00+00,Kingston,1700,9758
2022/12/28 05:00:00+00,Needham,2958,9759
2022/12/28 05:00:00+00,Fitchburg,3284,9760
2022/12/28 05:00:00+00,Greenbush,1593,9761
2022/12/28 05:00:00+00,Fairmount,1640,9762
2023/01/05 05:00:00+00,Kingston,3761,9763
2023/01/13 05:00:00+00,Greenbush,1984,9764
2022/12/29 05:00:00+00,Providence/Stoughton,13146,9765
2022/12/24 05:00:00+00,Newburyport/Rockport,3442,9766
2023/01/18 05:00:00+00,Providence/Stoughton,18880,9767
2023/01/05 05:00:00+00,Needham,6021,9768
2023/01/13 05:00:00+00,Fairmount,2164,9769
2022/12/29 05:00:00+00,Newburyport/Rockport,7221,9770
2022/12/24 05:00:00+00,Framingham/Worcester,3654,9771
2023/01/18 05:00:00+00,Newburyport/Rockport,8991,9772
2023/01/05 05:00:00+00,Fitchburg,4838,9773
2023/01/14 05:00:00+00,Providence/Stoughton,3571,9774
2022/12/29 05:00:00+00,Framingham/Worcester,6608,9775
2022/12/24 05:00:00+00,Franklin/Foxboro,1624,9776
2023/01/18 05:00:00+00,Framingham/Worcester,9968,9777
2023/01/05 05:00:00+00,Greenbush,3103,9778
2023/01/14 05:00:00+00,Newburyport/Rockport,4864,9779
2022/12/29 05:00:00+00,Franklin/Foxboro,4866,9780
2022/12/24 05:00:00+00,Middleborough/Lakeville,1181,9781
2023/01/18 05:00:00+00,Franklin/Foxboro,7239,9782
2023/01/05 05:00:00+00,Fairmount,2826,9783
2023/01/14 05:00:00+00,Framingham/Worcester,4355,9784
2022/12/29 05:00:00+00,Middleborough/Lakeville,3251,9785
2022/12/24 05:00:00+00,Lowell,2373,9786
2023/01/18 05:00:00+00,Middleborough/Lakeville,6097,9787
2023/01/06 05:00:00+00,Providence/Stoughton,14249,9788
2023/01/14 05:00:00+00,Franklin/Foxboro,1450,9789
2022/12/29 05:00:00+00,Lowell,4945,9790
2022/12/24 05:00:00+00,Haverhill,1142,9791
2023/01/18 05:00:00+00,Lowell,6111,9792
2023/01/06 05:00:00+00,Newburyport/Rockport,8096,9793
2023/01/14 05:00:00+00,Middleborough/Lakeville,1341,9794
2022/12/29 05:00:00+00,Haverhill,4378,9795
2022/12/24 05:00:00+00,Kingston,591,9796
2023/01/18 05:00:00+00,Haverhill,5923,9797
2023/01/06 05:00:00+00,Framingham/Worcester,10110,9798
2023/01/14 05:00:00+00,Lowell,2420,9799
2022/12/29 05:00:00+00,Kingston,2333,9800
2022/12/24 05:00:00+00,Needham,583,9801
2023/01/18 05:00:00+00,Kingston,4341,9802
2023/01/06 05:00:00+00,Franklin/Foxboro,5963,9803
2023/01/14 05:00:00+00,Haverhill,1473,9804
2022/12/29 05:00:00+00,Needham,3004,9805
2022/12/24 05:00:00+00,Fitchburg,1353,9806
2023/01/18 05:00:00+00,Needham,5369,9807
2023/01/06 05:00:00+00,Middleborough/Lakeville,3989,9808
2023/01/14 05:00:00+00,Kingston,932,9809
2022/12/29 05:00:00+00,Fitchburg,4157,9810
2022/12/24 05:00:00+00,Greenbush,482,9811
2023/01/18 05:00:00+00,Fitchburg,5251,9812
2023/01/18 05:00:00+00,Greenbush,2313,9813
2023/01/18 05:00:00+00,Fairmount,2311,9814
2023/01/19 05:00:00+00,Providence/Stoughton,17573,9815
2023/01/19 05:00:00+00,Newburyport/Rockport,8523,9816
2023/01/19 05:00:00+00,Framingham/Worcester,10466,9817
2023/01/19 05:00:00+00,Franklin/Foxboro,8186,9818
2023/01/19 05:00:00+00,Middleborough/Lakeville,5252,9819
2023/01/19 05:00:00+00,Lowell,7490,9820
2023/01/19 05:00:00+00,Haverhill,6358,9821
2023/01/19 05:00:00+00,Kingston,4172,9822
2023/01/19 05:00:00+00,Needham,6029,9823
2023/01/19 05:00:00+00,Fitchburg,5554,9824
2023/01/19 05:00:00+00,Greenbush,2188,9825
2023/01/19 05:00:00+00,Fairmount,2325,9826
2023/01/20 05:00:00+00,Providence/Stoughton,12849,9827
2023/01/20 05:00:00+00,Newburyport/Rockport,6562,9828
2023/01/20 05:00:00+00,Framingham/Worcester,8394,9829
2023/01/20 05:00:00+00,Franklin/Foxboro,5367,9830
2023/01/20 05:00:00+00,Middleborough/Lakeville,5176,9831
2023/01/20 05:00:00+00,Lowell,5406,9832
2023/01/20 05:00:00+00,Haverhill,4875,9833
2023/01/20 05:00:00+00,Kingston,2901,9834
2023/01/20 05:00:00+00,Needham,4413,9835
2023/01/20 05:00:00+00,Fitchburg,4095,9836
2023/01/20 05:00:00+00,Greenbush,1712,9837
2023/01/20 05:00:00+00,Fairmount,1954,9838
2023/01/21 05:00:00+00,Providence/Stoughton,3759,9839
2023/01/21 05:00:00+00,Newburyport/Rockport,4524,9840
2023/01/21 05:00:00+00,Framingham/Worcester,4771,9841
2023/01/21 05:00:00+00,Franklin/Foxboro,1589,9842
2023/01/21 05:00:00+00,Middleborough/Lakeville,1289,9843
2023/01/21 05:00:00+00,Lowell,2591,9844
2023/01/21 05:00:00+00,Haverhill,1420,9845
2023/01/21 05:00:00+00,Kingston,1088,9846
2023/01/21 05:00:00+00,Needham,717,9847
2023/01/21 05:00:00+00,Fitchburg,2611,9848
2023/01/21 05:00:00+00,Greenbush,637,9849
2023/01/21 05:00:00+00,Fairmount,598,9850
2023/01/22 05:00:00+00,Providence/Stoughton,3588,9851
2023/01/22 05:00:00+00,Newburyport/Rockport,3724,9852
2023/01/06 05:00:00+00,Lowell,5030,9853
2023/01/06 05:00:00+00,Haverhill,5187,9854
2023/01/06 05:00:00+00,Kingston,3037,9855
2023/01/06 05:00:00+00,Needham,4479,9856
2023/01/06 05:00:00+00,Fitchburg,3612,9857
2023/01/06 05:00:00+00,Greenbush,2422,9858
2023/01/06 05:00:00+00,Fairmount,2423,9859
2023/01/07 05:00:00+00,Providence/Stoughton,4524,9860
2023/01/07 05:00:00+00,Newburyport/Rockport,3955,9861
2023/01/07 05:00:00+00,Framingham/Worcester,4216,9862
2023/01/07 05:00:00+00,Franklin/Foxboro,1490,9863
2023/01/07 05:00:00+00,Middleborough/Lakeville,1377,9864
2023/01/07 05:00:00+00,Lowell,2074,9865
2023/01/07 05:00:00+00,Haverhill,1235,9866
2023/01/07 05:00:00+00,Kingston,949,9867
2023/01/07 05:00:00+00,Needham,829,9868
2023/01/07 05:00:00+00,Fitchburg,1508,9869
2023/01/07 05:00:00+00,Greenbush,812,9870
2023/01/07 05:00:00+00,Fairmount,578,9871
2023/01/08 05:00:00+00,Providence/Stoughton,2707,9872
2023/01/08 05:00:00+00,Newburyport/Rockport,2710,9873
2023/01/08 05:00:00+00,Framingham/Worcester,2606,9874
2023/01/08 05:00:00+00,Franklin/Foxboro,667,9875
2023/01/08 05:00:00+00,Middleborough/Lakeville,831,9876
2023/01/08 05:00:00+00,Lowell,1299,9877
2023/01/08 05:00:00+00,Haverhill,1054,9878
2023/01/08 05:00:00+00,Kingston,740,9879
2023/01/08 05:00:00+00,Needham,554,9880
2023/01/08 05:00:00+00,Fitchburg,1043,9881
2023/01/08 05:00:00+00,Greenbush,613,9882
2023/01/08 05:00:00+00,Fairmount,366,9883
2023/01/09 05:00:00+00,Providence/Stoughton,16817,9884
2023/01/09 05:00:00+00,Newburyport/Rockport,8508,9885
2023/01/09 05:00:00+00,Framingham/Worcester,10807,9886
2023/01/09 05:00:00+00,Franklin/Foxboro,6772,9887
2023/01/09 05:00:00+00,Middleborough/Lakeville,6272,9888
2023/01/09 05:00:00+00,Lowell,6322,9889
2023/01/09 05:00:00+00,Haverhill,5826,9890
2023/01/09 05:00:00+00,Kingston,3361,9891
2023/01/14 05:00:00+00,Needham,720,9892
2023/01/14 05:00:00+00,Fitchburg,2048,9893
2023/01/14 05:00:00+00,Greenbush,743,9894
2023/01/14 05:00:00+00,Fairmount,750,9895
2023/01/15 05:00:00+00,Providence/Stoughton,3735,9896
2023/01/15 05:00:00+00,Newburyport/Rockport,2734,9897
2023/01/15 05:00:00+00,Framingham/Worcester,3660,9898
2023/01/15 05:00:00+00,Franklin/Foxboro,645,9899
2023/01/15 05:00:00+00,Middleborough/Lakeville,1214,9900
2023/01/15 05:00:00+00,Lowell,1270,9901
2023/01/15 05:00:00+00,Haverhill,893,9902
2023/01/15 05:00:00+00,Kingston,684,9903
2023/01/15 05:00:00+00,Needham,696,9904
2023/01/15 05:00:00+00,Fitchburg,1142,9905
2023/01/15 05:00:00+00,Greenbush,608,9906
2023/01/15 05:00:00+00,Fairmount,456,9907
2023/01/16 05:00:00+00,Providence/Stoughton,8696,9908
2023/01/16 05:00:00+00,Newburyport/Rockport,5823,9909
2023/01/16 05:00:00+00,Framingham/Worcester,4487,9910
2023/01/16 05:00:00+00,Franklin/Foxboro,3581,9911
2023/01/16 05:00:00+00,Middleborough/Lakeville,2426,9912
2023/01/16 05:00:00+00,Lowell,4755,9913
2023/01/16 05:00:00+00,Haverhill,3944,9914
2023/01/16 05:00:00+00,Kingston,1687,9915
2022/12/29 05:00:00+00,Greenbush,1731,9916
2022/12/24 05:00:00+00,Fairmount,671,9917
2023/01/16 05:00:00+00,Needham,1749,9918
2022/12/29 05:00:00+00,Fairmount,1623,9919
2022/12/30 05:00:00+00,Providence/Stoughton,12684,9920
2022/12/30 05:00:00+00,Newburyport/Rockport,7076,9921
2022/12/30 05:00:00+00,Framingham/Worcester,7402,9922
2022/12/30 05:00:00+00,Franklin/Foxboro,4395,9923
2022/12/30 05:00:00+00,Middleborough/Lakeville,3156,9924
2022/12/30 05:00:00+00,Lowell,4259,9925
2022/12/30 05:00:00+00,Haverhill,4280,9926
2022/12/30 05:00:00+00,Kingston,2041,9927
2022/12/30 05:00:00+00,Needham,2774,9928
2022/12/30 05:00:00+00,Fitchburg,3670,9929
2022/12/30 05:00:00+00,Greenbush,1715,9930
2022/12/30 05:00:00+00,Fairmount,1704,9931
2022/12/31 05:00:00+00,Providence/Stoughton,4073,9932
2022/12/31 05:00:00+00,Newburyport/Rockport,3974,9933
2022/12/31 05:00:00+00,Framingham/Worcester,4567,9934
2022/12/31 05:00:00+00,Franklin/Foxboro,2284,9935
2022/12/31 05:00:00+00,Middleborough/Lakeville,1129,9936
2022/12/31 05:00:00+00,Lowell,2377,9937
2022/12/31 05:00:00+00,Haverhill,1536,9938
2022/12/31 05:00:00+00,Kingston,654,9939
2022/12/31 05:00:00+00,Needham,566,9940
2022/12/31 05:00:00+00,Fitchburg,1644,9941
2022/12/31 05:00:00+00,Greenbush,770,9942
2022/12/31 05:00:00+00,Fairmount,585,9943
2023/01/01 05:00:00+00,Providence/Stoughton,2313,9944
2023/01/01 05:00:00+00,Newburyport/Rockport,2320,9945
2023/01/01 05:00:00+00,Framingham/Worcester,1669,9946
2023/01/01 05:00:00+00,Franklin/Foxboro,619,9947
2022/12/25 05:00:00+00,Providence/Stoughton,2002,9948
2022/12/25 05:00:00+00,Newburyport/Rockport,1910,9949
2022/12/25 05:00:00+00,Framingham/Worcester,2220,9950
2022/12/25 05:00:00+00,Franklin/Foxboro,741,9951
2022/12/25 05:00:00+00,Middleborough/Lakeville,968,9952
2022/12/25 05:00:00+00,Lowell,1065,9953
2022/12/25 05:00:00+00,Haverhill,718,9954
2022/12/25 05:00:00+00,Kingston,681,9955
2022/12/25 05:00:00+00,Needham,455,9956
2022/12/25 05:00:00+00,Fitchburg,1195,9957
2022/12/25 05:00:00+00,Greenbush,397,9958
2022/12/25 05:00:00+00,Fairmount,341,9959
2022/12/26 05:00:00+00,Providence/Stoughton,2313,9960
2022/12/26 05:00:00+00,Newburyport/Rockport,2091,9961
2022/12/26 05:00:00+00,Framingham/Worcester,2286,9962
2022/12/26 05:00:00+00,Franklin/Foxboro,759,9963
2022/12/26 05:00:00+00,Middleborough/Lakeville,1183,9964
2022/12/26 05:00:00+00,Lowell,935,9965
2022/12/26 05:00:00+00,Haverhill,683,9966
2022/12/26 05:00:00+00,Kingston,675,9967
2022/12/26 05:00:00+00,Needham,419,9968
2022/12/26 05:00:00+00,Fitchburg,993,9969
2022/12/26 05:00:00+00,Greenbush,400,9970
2022/12/26 05:00:00+00,Fairmount,453,9971
2022/12/27 05:00:00+00,Providence/Stoughton,12294,9972
2022/12/27 05:00:00+00,Newburyport/Rockport,6912,9973
2022/12/27 05:00:00+00,Framingham/Worcester,6589,9974
2022/12/27 05:00:00+00,Franklin/Foxboro,4259,9975
2022/12/27 05:00:00+00,Middleborough/Lakeville,4250,9976
2022/12/27 05:00:00+00,Lowell,5110,9977
2022/12/27 05:00:00+00,Haverhill,4617,9978
2022/12/27 05:00:00+00,Kingston,2012,9979
2022/12/27 05:00:00+00,Needham,2880,9980
2022/12/27 05:00:00+00,Fitchburg,3503,9981
2022/12/27 05:00:00+00,Greenbush,2047,9982
2022/12/27 05:00:00+00,Fairmount,1646,9983
2022/12/28 05:00:00+00,Providence/Stoughton,11896,9984
2022/12/28 05:00:00+00,Newburyport/Rockport,6788,9985
2023/01/16 05:00:00+00,Fitchburg,4459,9986
2023/01/16 05:00:00+00,Greenbush,1356,9987
2023/01/16 05:00:00+00,Fairmount,1185,9988
2023/01/17 05:00:00+00,Providence/Stoughton,18604,9989
2023/01/17 05:00:00+00,Newburyport/Rockport,8502,9990
2023/01/17 05:00:00+00,Framingham/Worcester,10908,9991
2023/01/17 05:00:00+00,Franklin/Foxboro,7364,9992
2023/01/17 05:00:00+00,Middleborough/Lakeville,5845,9993
2023/01/17 05:00:00+00,Lowell,6182,9994
2023/01/17 05:00:00+00,Haverhill,5564,9995
2023/01/17 05:00:00+00,Kingston,4127,9996
2023/01/17 05:00:00+00,Needham,6431,9997
2023/01/17 05:00:00+00,Fitchburg,5504,9998
2023/01/17 05:00:00+00,Greenbush,1949,9999
2023/01/17 05:00:00+00,Fairmount,2801,10000
2023/02/20 05:00:00+00,Middleborough/Lakeville,1506,10001
2023/02/20 05:00:00+00,Lowell,2990,10002
2023/02/20 05:00:00+00,Haverhill,1303,10003
2023/02/20 05:00:00+00,Kingston,1031,10004
2023/02/20 05:00:00+00,Needham,721,10005
2023/02/20 05:00:00+00,Fitchburg,2306,10006
2023/02/20 05:00:00+00,Greenbush,518,10007
2023/02/20 05:00:00+00,Fairmount,636,10008
2023/02/21 05:00:00+00,Providence/Stoughton,17421,10009
2023/02/21 05:00:00+00,Newburyport/Rockport,8290,10010
2023/02/21 05:00:00+00,Framingham/Worcester,9794,10011
2023/02/21 05:00:00+00,Franklin/Foxboro,6926,10012
2023/02/21 05:00:00+00,Middleborough/Lakeville,4927,10013
2023/02/21 05:00:00+00,Lowell,6025,10014
2023/02/21 05:00:00+00,Haverhill,5429,10015
2023/02/21 05:00:00+00,Kingston,3448,10016
2023/02/21 05:00:00+00,Needham,5640,10017
2023/02/21 05:00:00+00,Fitchburg,5098,10018
2023/02/21 05:00:00+00,Greenbush,2924,10019
2023/02/21 05:00:00+00,Fairmount,2220,10020
2023/02/22 05:00:00+00,Providence/Stoughton,15843,10021
2023/02/22 05:00:00+00,Newburyport/Rockport,7926,10022
2023/02/22 05:00:00+00,Framingham/Worcester,9076,10023
2023/02/22 05:00:00+00,Franklin/Foxboro,5732,10024
2023/02/22 05:00:00+00,Middleborough/Lakeville,4675,10025
2023/02/22 05:00:00+00,Lowell,6286,10026
2023/02/22 05:00:00+00,Haverhill,5538,10027
2023/02/22 05:00:00+00,Kingston,3086,10028
2023/02/22 05:00:00+00,Needham,5576,10029
2023/02/22 05:00:00+00,Fitchburg,5036,10030
2023/02/22 05:00:00+00,Greenbush,2724,10031
2023/02/22 05:00:00+00,Fairmount,2209,10032
2023/02/23 05:00:00+00,Providence/Stoughton,17842,10033
2023/02/23 05:00:00+00,Newburyport/Rockport,8729,10034
2023/02/23 05:00:00+00,Framingham/Worcester,10752,10035
2023/02/23 05:00:00+00,Franklin/Foxboro,7505,10036
2023/02/23 05:00:00+00,Middleborough/Lakeville,5460,10037
2023/02/23 05:00:00+00,Lowell,6445,10038
2023/02/23 05:00:00+00,Haverhill,5772,10039
2023/02/23 05:00:00+00,Kingston,3852,10040
2023/02/23 05:00:00+00,Needham,5698,10041
2023/02/23 05:00:00+00,Fitchburg,5515,10042
2023/02/23 05:00:00+00,Greenbush,3066,10043
2023/02/23 05:00:00+00,Fairmount,2372,10044
2023/02/24 05:00:00+00,Providence/Stoughton,18465,10045
2023/02/24 05:00:00+00,Newburyport/Rockport,8760,10046
2023/02/24 05:00:00+00,Framingham/Worcester,11402,10047
2023/02/24 05:00:00+00,Franklin/Foxboro,7658,10048
2023/02/24 05:00:00+00,Middleborough/Lakeville,5292,10049
2023/02/24 05:00:00+00,Lowell,6426,10050
2023/01/26 05:00:00+00,Middleborough/Lakeville,5472,10051
2023/02/16 05:00:00+00,Framingham/Worcester,10925,10052
2023/02/07 05:00:00+00,Greenbush,3323,10053
2023/02/07 05:00:00+00,Fairmount,2445,10054
2023/02/08 05:00:00+00,Providence/Stoughton,18464,10055
2023/02/08 05:00:00+00,Newburyport/Rockport,9315,10056
2023/02/08 05:00:00+00,Framingham/Worcester,11311,10057
2023/02/08 05:00:00+00,Franklin/Foxboro,8913,10058
2023/02/08 05:00:00+00,Middleborough/Lakeville,5248,10059
2023/02/08 05:00:00+00,Lowell,6965,10060
2023/02/08 05:00:00+00,Haverhill,4469,10061
2023/02/08 05:00:00+00,Kingston,4121,10062
2023/02/08 05:00:00+00,Needham,5981,10063
2023/02/08 05:00:00+00,Fitchburg,5135,10064
2023/02/08 05:00:00+00,Greenbush,2896,10065
2023/02/08 05:00:00+00,Fairmount,2789,10066
2023/02/09 05:00:00+00,Providence/Stoughton,19352,10067
2023/01/26 05:00:00+00,Lowell,7066,10068
2023/02/09 05:00:00+00,Newburyport/Rockport,9052,10069
2023/02/16 05:00:00+00,Franklin/Foxboro,8061,10070
2023/01/26 05:00:00+00,Haverhill,5619,10071
2023/02/09 05:00:00+00,Framingham/Worcester,11583,10072
2023/02/16 05:00:00+00,Middleborough/Lakeville,5577,10073
2023/02/03 05:00:00+00,Needham,3991,10074
2023/01/26 05:00:00+00,Kingston,4477,10075
2023/02/09 05:00:00+00,Franklin/Foxboro,8913,10076
2023/02/16 05:00:00+00,Lowell,6684,10077
2023/02/12 05:00:00+00,Providence/Stoughton,2351,10078
2023/02/03 05:00:00+00,Fitchburg,4611,10079
2023/01/26 05:00:00+00,Needham,5934,10080
2023/02/09 05:00:00+00,Middleborough/Lakeville,5998,10081
2023/01/30 05:00:00+00,Haverhill,5415,10082
2023/02/16 05:00:00+00,Haverhill,4715,10083
2023/02/12 05:00:00+00,Newburyport/Rockport,1686,10084
2023/02/03 05:00:00+00,Greenbush,2111,10085
2023/01/26 05:00:00+00,Fitchburg,5901,10086
2023/02/09 05:00:00+00,Lowell,6936,10087
2023/02/24 05:00:00+00,Haverhill,5708,10088
2023/02/16 05:00:00+00,Kingston,3831,10089
2023/01/30 05:00:00+00,Kingston,2951,10090
2023/02/12 05:00:00+00,Framingham/Worcester,2295,10091
2023/02/03 05:00:00+00,Fairmount,1832,10092
2023/01/26 05:00:00+00,Greenbush,2848,10093
2023/02/09 05:00:00+00,Haverhill,4534,10094
2023/02/16 05:00:00+00,Needham,5684,10095
2023/02/24 05:00:00+00,Kingston,3888,10096
2023/01/30 05:00:00+00,Needham,4851,10097
2023/02/12 05:00:00+00,Franklin/Foxboro,503,10098
2023/02/04 05:00:00+00,Providence/Stoughton,2437,10099
2023/01/26 05:00:00+00,Fairmount,2499,10100
2023/02/09 05:00:00+00,Kingston,3798,10101
2023/02/16 05:00:00+00,Fitchburg,5402,10102
2023/02/24 05:00:00+00,Needham,5668,10103
2023/01/30 05:00:00+00,Fitchburg,5609,10104
2023/02/12 05:00:00+00,Middleborough/Lakeville,382,10105
2023/02/04 05:00:00+00,Newburyport/Rockport,3701,10106
2023/01/27 05:00:00+00,Providence/Stoughton,16054,10107
2023/02/09 05:00:00+00,Needham,5850,10108
2023/02/16 05:00:00+00,Greenbush,3117,10109
2023/02/24 05:00:00+00,Fitchburg,5440,10110
2023/01/30 05:00:00+00,Greenbush,2657,10111
2023/02/12 05:00:00+00,Lowell,996,10112
2023/02/04 05:00:00+00,Framingham/Worcester,2156,10113
2023/01/27 05:00:00+00,Newburyport/Rockport,7952,10114
2023/02/09 05:00:00+00,Fitchburg,5525,10115
2023/02/16 05:00:00+00,Fairmount,2331,10116
2023/02/24 05:00:00+00,Greenbush,3063,10117
2023/01/30 05:00:00+00,Fairmount,2454,10118
2023/02/12 05:00:00+00,Haverhill,545,10119
2023/02/04 05:00:00+00,Franklin/Foxboro,582,10120
2023/01/27 05:00:00+00,Framingham/Worcester,10083,10121
2023/02/09 05:00:00+00,Greenbush,3219,10122
2023/02/17 05:00:00+00,Providence/Stoughton,15771,10123
2023/02/24 05:00:00+00,Fairmount,2382,10124
2023/01/31 05:00:00+00,Providence/Stoughton,18537,10125
2023/02/12 05:00:00+00,Kingston,189,10126
2023/02/04 05:00:00+00,Middleborough/Lakeville,700,10127
2023/01/27 05:00:00+00,Franklin/Foxboro,7228,10128
2023/02/09 05:00:00+00,Fairmount,2619,10129
2023/02/17 05:00:00+00,Newburyport/Rockport,7850,10130
2023/02/25 05:00:00+00,Providence/Stoughton,3849,10131
2023/01/31 05:00:00+00,Newburyport/Rockport,9168,10132
2023/02/12 05:00:00+00,Needham,401,10133
2023/02/04 05:00:00+00,Lowell,1755,10134
2023/01/27 05:00:00+00,Middleborough/Lakeville,4104,10135
2023/02/10 05:00:00+00,Providence/Stoughton,16996,10136
2023/02/17 05:00:00+00,Framingham/Worcester,9065,10137
2023/02/25 05:00:00+00,Newburyport/Rockport,4387,10138
2023/01/31 05:00:00+00,Framingham/Worcester,15058,10139
2023/01/31 05:00:00+00,Franklin/Foxboro,8283,10140
2023/01/31 05:00:00+00,Middleborough/Lakeville,6280,10141
2023/01/31 05:00:00+00,Lowell,6870,10142
2023/01/31 05:00:00+00,Haverhill,5762,10143
2023/01/31 05:00:00+00,Kingston,3955,10144
2023/01/31 05:00:00+00,Needham,5444,10145
2023/01/31 05:00:00+00,Fitchburg,5157,10146
2023/01/31 05:00:00+00,Greenbush,3430,10147
2023/01/31 05:00:00+00,Fairmount,2609,10148
2023/02/01 05:00:00+00,Providence/Stoughton,18001,10149
2023/02/01 05:00:00+00,Newburyport/Rockport,10139,10150
2023/02/01 05:00:00+00,Framingham/Worcester,11237,10151
2023/02/01 05:00:00+00,Franklin/Foxboro,8321,10152
2023/02/01 05:00:00+00,Middleborough/Lakeville,6091,10153
2023/02/01 05:00:00+00,Lowell,6817,10154
2023/02/01 05:00:00+00,Haverhill,5834,10155
2023/02/01 05:00:00+00,Kingston,4100,10156
2023/02/01 05:00:00+00,Needham,5303,10157
2023/02/01 05:00:00+00,Fitchburg,5665,10158
2023/02/01 05:00:00+00,Greenbush,3192,10159
2023/02/01 05:00:00+00,Fairmount,2246,10160
2023/02/02 05:00:00+00,Providence/Stoughton,18188,10161
2023/02/02 05:00:00+00,Newburyport/Rockport,8647,10162
2023/02/02 05:00:00+00,Framingham/Worcester,13648,10163
2023/02/02 05:00:00+00,Franklin/Foxboro,8525,10164
2023/02/02 05:00:00+00,Middleborough/Lakeville,5255,10165
2023/02/02 05:00:00+00,Lowell,6233,10166
2023/02/02 05:00:00+00,Haverhill,5762,10167
2023/02/02 05:00:00+00,Kingston,4062,10168
2023/02/02 05:00:00+00,Needham,5182,10169
2023/02/02 05:00:00+00,Fitchburg,5363,10170
2023/02/02 05:00:00+00,Greenbush,3134,10171
2023/02/02 05:00:00+00,Fairmount,2499,10172
2023/02/03 05:00:00+00,Providence/Stoughton,14143,10173
2023/02/03 05:00:00+00,Newburyport/Rockport,6631,10174
2023/02/03 05:00:00+00,Framingham/Worcester,12007,10175
2023/02/03 05:00:00+00,Franklin/Foxboro,6485,10176
2023/02/03 05:00:00+00,Middleborough/Lakeville,3756,10177
2023/02/03 05:00:00+00,Lowell,5088,10178
2023/02/03 05:00:00+00,Haverhill,4965,10179
2023/02/03 05:00:00+00,Kingston,2551,10180
2023/02/17 05:00:00+00,Franklin/Foxboro,5718,10181
2023/02/17 05:00:00+00,Middleborough/Lakeville,4676,10182
2023/02/17 05:00:00+00,Lowell,6299,10183
2023/02/17 05:00:00+00,Haverhill,5590,10184
2023/02/17 05:00:00+00,Kingston,3122,10185
2023/02/17 05:00:00+00,Needham,5444,10186
2023/02/17 05:00:00+00,Fitchburg,5040,10187
2023/02/17 05:00:00+00,Greenbush,2729,10188
2023/02/17 05:00:00+00,Fairmount,2333,10189
2023/02/18 05:00:00+00,Providence/Stoughton,4013,10190
2023/02/18 05:00:00+00,Newburyport/Rockport,3908,10191
2023/02/18 05:00:00+00,Framingham/Worcester,4043,10192
2023/02/18 05:00:00+00,Franklin/Foxboro,1093,10193
2023/02/18 05:00:00+00,Middleborough/Lakeville,1046,10194
2023/02/18 05:00:00+00,Lowell,1968,10195
2023/02/18 05:00:00+00,Haverhill,963,10196
2023/02/18 05:00:00+00,Kingston,745,10197
2023/02/18 05:00:00+00,Needham,399,10198
2023/02/18 05:00:00+00,Fitchburg,2505,10199
2023/02/18 05:00:00+00,Greenbush,567,10200
2023/02/18 05:00:00+00,Fairmount,555,10201
2023/02/19 05:00:00+00,Providence/Stoughton,3421,10202
2023/02/19 05:00:00+00,Newburyport/Rockport,4028,10203
2023/02/19 05:00:00+00,Framingham/Worcester,3090,10204
2023/02/19 05:00:00+00,Franklin/Foxboro,1060,10205
2023/02/19 05:00:00+00,Middleborough/Lakeville,886,10206
2023/02/19 05:00:00+00,Lowell,1219,10207
2023/02/19 05:00:00+00,Haverhill,948,10208
2023/02/19 05:00:00+00,Kingston,803,10209
2023/02/12 05:00:00+00,Fitchburg,1702,10210
2023/02/19 05:00:00+00,Needham,590,10211
2023/02/10 05:00:00+00,Newburyport/Rockport,8517,10212
2023/02/12 05:00:00+00,Greenbush,228,10213
2023/02/19 05:00:00+00,Fitchburg,1404,10214
2023/02/04 05:00:00+00,Haverhill,777,10215
2023/02/10 05:00:00+00,Framingham/Worcester,10140,10216
2023/01/27 05:00:00+00,Lowell,6443,10217
2023/02/12 05:00:00+00,Fairmount,297,10218
2023/02/25 05:00:00+00,Framingham/Worcester,4408,10219
2023/02/19 05:00:00+00,Greenbush,614,10220
2023/02/04 05:00:00+00,Kingston,493,10221
2023/02/10 05:00:00+00,Franklin/Foxboro,6755,10222
2023/01/27 05:00:00+00,Haverhill,5699,10223
2023/02/13 05:00:00+00,Providence/Stoughton,16978,10224
2023/02/25 05:00:00+00,Franklin/Foxboro,1487,10225
2023/02/19 05:00:00+00,Fairmount,528,10226
2023/02/04 05:00:00+00,Needham,470,10227
2023/02/10 05:00:00+00,Middleborough/Lakeville,4351,10228
2023/01/27 05:00:00+00,Kingston,2971,10229
2023/02/13 05:00:00+00,Newburyport/Rockport,8247,10230
